ip,number
104.95.40.211,1
198.74.57.167,1
109.203.105.138,1
204.93.205.6,1
23.7.49.158,1
216.38.6.15,1
50.63.202.32,3
204.93.205.7,1
198.41.208.118,2
81.87.32.137,1
198.41.208.117,2
50.63.202.35,2
195.227.22.25,1
192.95.29.59,3
54.225.110.244,1
108.167.180.85,3
69.31.16.147,1
50.63.202.38,2
69.31.16.144,1
198.41.208.112,3
69.31.16.146,2
69.31.16.145,1
190.93.247.205,1
23.83.74.119,1
68.233.168.25,1
87.238.53.111,1
50.63.202.42,7
50.63.202.40,1
64.34.186.16,1
193.81.22.231,1
172.231.200.100,1
23.78.252.191,1
67.202.114.133,1
50.63.202.48,4
69.31.16.155,7
69.31.16.154,2
72.55.171.94,1
142.236.66.23,1
69.31.16.153,5
50.16.240.0,1
193.48.203.38,1
134.48.29.23,1
23.6.23.133,2
184.27.34.185,1
144.53.228.30,2
50.63.202.51,4
198.61.250.72,2
166.78.45.55,1
74.118.78.164,8
50.63.202.58,1
50.63.202.57,3
184.73.161.237,1
64.129.191.137,1
54.148.84.95,1
156.98.123.26,1
69.31.16.128,1
104.27.128.136,2
198.41.208.132,1
69.31.16.122,1
23.218.124.59,1
72.3.174.80,1
50.63.202.60,3
162.159.250.207,1
50.63.202.62,1
69.31.16.137,1
69.31.16.138,2
207.224.156.41,7
198.41.206.5,1
190.93.247.244,1
63.150.153.100,3
162.159.250.219,3
190.93.247.247,1
184.173.222.105,1
178.18.199.86,1
69.17.166.70,1
198.27.68.81,1
137.135.69.209,1
23.62.62.178,1
23.62.62.177,2
188.226.144.80,1
69.175.81.120,2
162.159.250.228,4
195.30.111.205,1
216.52.223.218,1
54.243.211.55,1
74.55.115.90,1
192.241.249.244,1
12.2.169.230,1
192.254.185.105,1
23.62.62.167,1
216.182.81.192,3
137.205.202.88,5
190.93.247.224,1
66.39.8.181,1
162.159.250.230,1
71.180.198.153,1
208.184.36.42,4
5.9.114.236,1
69.31.16.168,2
23.78.252.167,1
69.31.16.162,2
69.31.16.161,1
169.229.216.200,1
69.31.16.163,1
91.211.73.234,3
216.152.130.9,2
50.63.202.21,2
50.28.95.205,1
198.246.1.105,1
140.211.10.5,1
173.247.251.140,1
192.237.224.241,1
69.31.16.177,1
69.31.16.176,5
80.232.118.200,1
23.202.219.239,1
207.114.244.52,2
69.31.16.171,3
69.31.16.170,1
63.134.229.160,1
162.253.192.162,1
204.12.74.58,1
192.240.184.140,4
23.1.235.116,1
208.68.72.193,1
69.167.138.64,1
205.159.145.145,5
23.202.220.189,2
88.198.50.247,1
46.29.88.86,1
72.2.7.236,1
204.232.174.230,2
141.211.243.44,1
128.86.237.181,1
23.6.23.180,1
67.212.81.42,5
54.187.48.86,3
23.196.168.82,1
192.252.210.226,4
74.207.251.122,4
208.80.184.202,1
166.78.82.49,1
193.194.138.109,1
23.6.66.14,2
107.23.2.154,2
12.230.52.64,1
216.69.227.70,7
198.87.208.61,7
64.237.43.2,1
66.62.151.207,1
172.231.247.178,4
160.92.185.173,2
69.175.33.245,1
63.150.153.118,2
184.106.42.208,1
193.104.78.120,1
