web address,number
 http://disneyparks.disney.go.com,1
 http://sunoven.com,1
 http://sundaysketchandstamp.blogspot.com,1
 http://pt.dancesportinfo.net,1
 http://caramemakaihijab.com,1
 http://www.racekarts.com,1
 http://www.quotes.net,3
 http://www.ciao.co.uk,1
 http://dfw.cbslocal.com,2
 http://www.bellenews.com,2
 http://www.canpages.ca,1
 http://whc.unesco.org,3
 http://www.droitwichadvertiser.co.uk,1
 http://www.crazycrabbers.com,1
 http://www.eldertreks.com,1
 http://nb.urbandictionary.com,6
 http://www.elsnet.org,1
 http://www.kisrafatherhood.org,1
 http://amaproracing.com,1
 http://www.billboard.com,2
 http://kiem-tv.com,2
 http://api.flickr.com,1
 http://imageshack.com,1
 http://web.theabl.com.au,1
 http://www.thx.com,1
 http://www.ultimate-guitar.com,6
 http://www.idville.com,1
 http://nasptournaments.org,1
 http://crunchbanglinux.org,1
 http://artscatter.com,1
 http://www.pfeiferstudio.com,1
 http://marylandpublicschools.org,5
 http://www.exodustravels.com,1
 http://www.compositiontoday.com,2
 http://www.8a.nu,1
 http://www.finnish.hostelworld.com,2
 http://www.albawaba.com,7
 www.richmondfed.org,1
 http://www.crazool.com,1
 http://kinhdoanh.vnexpress.net,1
 http://madpea.blogspot.com,1
 http://promo.pinupfiles.com,1
 http://blackdoctor.org,1
 http://hentai-collection.com,2
 http://mcadams.posc.mu.edu,1
 http://www.hurrikan-dominikanische-republik.de,1
 http://petersterlacci.com,1
 http://kmmsam.com,1
 http://www.glassesusa.com,1
 http://brownbears.com,3
 http://www.signatureneedlearts.com,1
 http://www.cookscountry.com,2
 http://www.golfcourseindustry.com,1
 http://stopabqgangs.org,2
 http://thecomingcrisis.blogspot.com,1
 www.current.com,1
 http://www.fueledbyramen.com,1
 http://mixedgogreen.com,1
 http://sugarpopribbons.blogspot.com,1
 http://ak-images.jackthreads.com,1
 http://ww31.elprisma.com,1
 http://www.webkit.org,1
 http://www.icodeblog.com,1
 http://wiki.panotools.org,1
 http://www.icba.org,1
 http://www.boattrader.com,1
 http://digital.chipublib.org,3
 http://favim.com,1
 http://www.roebuck-adventures.blogspot.com,1
 http://www.houstondiehards.com,1
 http://www.morewords.com,7
 http://ilmaista.panokuvat.fi,1
 http://ohainaut@eso.org,1
 http://iw.suntekstore.com,6
 http://www.boonvilledailynews.com,4
 http://www.autopatcher.net,2
 http://mbc3forum.mbc.net,1
 http://www.bootbarn.com,6
 http://english.stackexchange.com,3
 http://www.wcyb.com,2
 http://alistapart.com,1
 http://fftoday.com,1
 http://compare.productwiki.com,1
 http://www.mexicandestinations.com,2
 http://loot.com,1
 http://www.mustangandfords.com,3
 http://www.apostherapy.co.il,1
 http://genealogycanada.blogspot.com,1
 http://popbytes.com,1
 http://www.hchronicle.net,1
 http://www.celebritypass.net,1
 http://estore.honda.com,10
