ip,number
109.203.105.138,1
204.93.205.6,7
198.41.208.118,1
198.41.208.117,4
50.63.202.35,1
192.95.29.59,3
50.63.202.34,1
119.254.16.21,1
108.167.180.85,4
216.194.64.231,1
50.63.202.39,1
165.112.170.21,1
198.41.208.112,2
69.31.16.146,2
173.254.28.98,4
23.202.219.227,1
68.233.168.25,1
54.84.176.225,1
190.93.247.210,1
50.63.202.42,1
165.212.168.108,1
23.218.124.54,1
50.63.202.46,2
50.63.202.44,3
193.164.202.141,1
46.229.173.196,1
50.63.202.48,6
69.31.16.155,1
89.167.143.15,1
69.31.16.153,2
66.172.35.20,1
193.48.203.38,1
209.235.202.218,1
208.76.105.158,1
50.63.202.50,1
144.53.228.30,4
50.63.202.53,4
69.73.131.148,3
198.61.250.72,4
74.118.78.164,2
23.203.8.148,1
172.231.200.113,2
50.63.202.57,2
198.41.208.139,1
69.31.16.129,1
204.244.141.63,1
128.199.139.143,1
89.221.250.7,1
198.41.208.133,2
69.31.16.123,1
198.105.44.27,1
198.41.208.138,1
69.31.16.120,1
198.41.208.137,1
23.218.112.80,1
72.3.174.80,7
104.70.76.186,2
176.28.52.88,1
162.159.250.201,1
162.159.250.207,2
50.63.202.63,1
70.32.89.249,1
212.239.13.62,1
148.251.220.111,2
69.31.16.138,1
207.224.156.41,8
198.41.208.143,1
198.41.208.142,2
69.31.16.131,1
192.185.199.74,1
75.126.67.162,1
208.113.248.149,1
198.41.208.141,2
52.0.173.33,1
190.93.247.244,2
198.61.250.97,4
5.61.42.215,1
162.159.250.219,4
63.150.153.100,1
23.7.49.192,1
168.143.19.192,1
69.17.166.70,2
89.167.143.47,2
107.21.120.232,2
89.167.143.46,3
23.62.62.176,2
174.143.208.144,2
76.8.216.94,3
72.46.119.93,1
195.177.211.75,1
69.31.20.9,1
184.29.105.105,1
80.68.91.37,2
216.52.223.218,1
67.132.145.4,1
192.189.247.5,1
74.63.160.76,4
190.224.163.234,1
192.241.249.244,1
208.78.244.122,1
54.219.146.220,1
206.13.35.3,1
50.57.203.187,1
109.228.17.161,1
216.70.71.229,1
120.136.10.84,1
216.37.95.173,1
216.182.81.192,2
94.126.20.26,1
159.253.146.50,1
66.220.4.53,1
108.61.200.62,1
23.218.148.107,2
209.20.77.194,1
72.237.252.39,5
71.180.198.153,2
208.184.36.42,1
23.253.25.187,1
69.31.16.161,1
169.229.216.200,1
169.229.216.203,1
69.31.16.163,1
54.77.60.231,1
96.16.147.24,1
91.211.73.234,1
141.101.114.96,1
128.32.48.225,1
193.203.119.83,1
85.13.134.15,1
87.98.255.2,1
50.63.202.21,1
190.93.247.237,1
203.6.168.83,1
93.92.169.35,1
50.63.202.29,1
50.63.202.26,1
69.31.16.177,1
23.202.219.235,1
212.6.91.36,1
69.31.16.176,3
184.173.116.116,1
207.114.244.52,2
199.116.78.14,1
65.111.169.237,2
184.29.105.131,1
54.243.84.243,1
104.130.61.88,2
162.253.192.162,2
54.243.84.244,1
208.68.72.193,10
205.159.145.145,4
23.47.54.217,1
54.192.18.174,2
204.232.174.230,1
64.78.186.21,1
85.13.134.36,1
149.174.149.130,1
54.187.48.86,1
192.252.210.226,3
74.207.251.122,1
65.51.138.196,1
216.69.227.70,5
